index,scalar,vector1,vector2,vector3
0,-0.5274537874143274,0.07806871795030539,-0.11806063886919083,0.837710846873595
1,-0.558714098171396,0.06796435334789029,-0.11260182434162472,0.8188652101130348
2,-0.5949858787146082,0.06249500354892452,-0.10612670334953665,0.7942438551841524
3,-0.6019604483705832,0.06361572164557625,-0.09529267082573464,0.7902632254153659
4,-0.6047760794698064,0.06942406466403765,-0.07222895903896054,0.7900690921829573
5,-0.5847594913901968,0.07578024282998692,-0.051021784099715556,0.8060461956817293
6,-0.5437404113478215,0.07719184018903393,-0.04271499039921372,0.8346036271612577
7,-0.5074792561346533,0.07316637253343049,-0.04795853612177698,0.8572114472732935
8,-0.4470405714906447,0.06238990131068349,-0.0694076835859026,0.8896318345894554
9,-0.4010207162105476,0.0546726022577769,-0.08979719322530773,0.910016349205441
10,-0.328345709189039,0.03378236066978389,-0.14741889820942378,0.9323709110731863
11,-0.27243158602073375,0.017371299390151584,-0.2065881236812025,0.9395746995580531
12,-0.22122190609993503,0.008121092916015359,-0.26424639646740966,0.9387058954035333
13,-0.18778533409908432,0.004786157605436687,-0.3158195334674216,0.9300385923568394
14,-0.1574336354044667,-0.007408019298265473,-0.37308932919147864,0.9143107371877803
15,-0.14615479720825164,-0.01517180120499002,-0.40660995178497616,0.9017077901463592
16,-0.1441537325716236,-0.023919375167484602,-0.45021124472612634,0.880884441910185
17,-0.15046787551472368,-0.026522929242799764,-0.4680117699136232,0.8704142323542194
18,-0.18221378214059403,-0.028413145146993456,-0.477351358533024,0.8591428934045561
19,-0.20638626629693535,-0.023338415194527496,-0.4688189649525964,0.8585271140511489
20,-0.24836800166338957,-0.022281929042717235,-0.46276621484410985,0.8506845959500647
21,-0.28178753239369037,-0.02327342756461221,-0.45783588294705096,0.8428762889315156
22,-0.32515298406614507,-0.021838470930201966,-0.4445411487560798,0.8343750866384596
23,-0.3563606832714949,-0.020504358573780482,-0.43089115306602394,0.8288060381700796
24,-0.3923318744572575,-0.008207206972732566,-0.4047179464784943,0.8259610922051909
25,-0.418037700036796,-0.0027750006661411593,-0.37994092298041465,0.8251555464056697
26,-0.44079603360277575,0.0012214723702034431,-0.34906274911389124,0.8269537846496393
27,-0.46034006768049607,-0.013330920224209291,-0.3478317656041227,0.8166531525014832
28,-0.45796167055286374,-0.04922349625079479,-0.3983151204153541,0.7932170072368468
29,-0.4477567342151007,-0.06926460003513658,-0.45159136714504783,0.768623158164693
30,-0.48667121254307727,-0.03959748543826373,-0.46313737833297314,0.7396532558027972
31,-0.5305229052616192,-0.005013215144860401,-0.445819879997089,0.7209472583109416
32,-0.5657515803183154,0.024768227213769697,-0.46582610193262647,0.6799395024899424
33,-0.5981881816938979,0.02158478169830869,-0.47879126539451944,0.6422335405930611
34,-0.6240163248467212,0.012978026878186086,-0.47966613976594535,0.616729755650866
35,-0.649909832161277,-0.0050554248314307595,-0.46985875579279646,0.5973478068468315
36,-0.6851820910214694,-0.018524596908165315,-0.4339160470619177,0.5847214769058825
37,-0.7150224054377016,-0.035897624859971215,-0.4113254504870923,0.5641504179144834
38,-0.7461813440452689,-0.05460880664382546,-0.37356983003175587,0.548340097134778
39,-0.759860772216159,-0.06607029222990325,-0.35955988602035077,0.5375527989851323
40,-0.7624105887033745,-0.08420496772104026,-0.3453398073341489,0.5407217723695661
41,-0.7497049557739757,-0.09493647755070014,-0.3603829772664325,0.5468579835887822
42,-0.7316894754529076,-0.10282811940542362,-0.3795176656508408,0.5567972977933081
43,-0.7062757444081307,-0.10071315890584154,-0.4067886760970611,0.5705737511340211
44,-0.6719067727950138,-0.10090166780831665,-0.4415368771254458,0.5860079591985069
45,-0.6467804276967226,-0.10415616438506363,-0.45944888615071827,0.5997777028065482
46,-0.6046350431403732,-0.1089848532078575,-0.48076763483972473,0.6256206899300225
47,-0.5771248734639641,-0.11441841864799258,-0.4894168736387923,0.643666396280656
48,-0.534586824652644,-0.1282295566886434,-0.5025279673850557,0.6672628790027824
49,-0.5010627602699727,-0.13613994633478685,-0.4965575247683874,0.6955808003952451
50,-0.47797579747100477,-0.14087729951837433,-0.47164892379819173,0.7274888426583427
51,-0.46320997055545393,-0.1408189351627562,-0.43927156897870223,0.7567344576300411
52,-0.4421451218435581,-0.1467426723353436,-0.38149835900819534,0.7983941892448123
53,-0.4279860739950924,-0.15667616385131886,-0.34636936899122595,0.819944364192914
54,-0.39579262473633475,-0.17093938585914994,-0.2860099720472685,0.8557606093154442
55,-0.3617153879265892,-0.17867554875861108,-0.25174838650087883,0.8796930011698004
56,-0.3336272483742549,-0.17567671974649518,-0.21756942848052738,0.9002744543037925
57,-0.30432640138712014,-0.16707345802010073,-0.2034249531935028,0.9154726590467857
58,-0.2852011406885808,-0.16114396783405768,-0.19198983909758446,0.9251123351593104
59,-0.26089008047162837,-0.15151315797651402,-0.19011046161076509,0.934258069945148
60,-0.24646550619440796,-0.14773661058762785,-0.2009568312318638,0.9365068073055647
61,-0.2260295814324667,-0.14743624068706054,-0.21243663048808664,0.9391719018776058
62,-0.2338803098335484,-0.148692711444996,-0.23212964472038985,0.9323659722862498
63,-0.24661640746172703,-0.15644413322256467,-0.2461608813167437,0.9241809353477682
64,-0.28127227798073473,-0.18173041877604282,-0.2797405506423108,0.8997806315193438
65,-0.31711726086293524,-0.21014458359146848,-0.2910612900022669,0.8778150273902663
66,-0.34925238410676596,-0.24701814767718225,-0.2898446493091294,0.8561512052089525
67,-0.38253139498295186,-0.27455679218542756,-0.28370559067007467,0.835343903754489
68,-0.4122957761296379,-0.32131779012661915,-0.2612548275000908,0.8114881304379647
69,-0.43600403382719083,-0.352449441795424,-0.2452796680344308,0.7908968061090089
70,-0.43623889538870575,-0.4406149136112927,-0.20253178824378276,0.7579808696821646
71,-0.42170101600184595,-0.49420787165235636,-0.18786501765374436,0.7366366593116429
72,-0.4014689424696318,-0.5298373295412979,-0.18526829669398848,0.7237200775831565
73,-0.3739326673710092,-0.5610255894979249,-0.19110142989324866,0.7133757016425943
74,-0.3451884090907161,-0.5746915273977236,-0.19850987511802856,0.7149604464914943
75,-0.2983725890893178,-0.5919749768222089,-0.2365527625879289,0.7103395071432402
76,-0.2707483898881618,-0.593391250318808,-0.2576106671605974,0.7128947170397053
77,-0.23291436690316947,-0.5923807472423315,-0.2868830829301884,0.7159148306294426
78,-0.21348978856210404,-0.5894413183913081,-0.29838103956683537,0.7196872915230887
79,-0.1741579505878186,-0.5878886023813742,-0.3183358510226425,0.7229925901354836
80,-0.1357934996527113,-0.5933827934982043,-0.3261617247834332,0.7232395973110379
81,-0.0818635078400511,-0.608589789477873,-0.34069668179281404,0.7119287922557748
82,-0.03595187024263217,-0.6167015423844947,-0.3531312843749804,0.7026271889432681
83,0.013364730618103187,-0.6280753750967478,-0.37326733408699275,0.6826523306018772
84,0.03898662455277869,-0.6262218627090204,-0.3861762851687909,0.6761612962485047
85,0.06764159581478606,-0.6317585888643499,-0.41067921172785743,0.6539482280474045
86,0.07980286258437304,-0.6316308074746969,-0.42113336308316257,0.6460036506634211
87,0.09039366089819788,-0.6311591692022533,-0.42658155436811873,0.6414789682243858
88,0.09049537784005647,-0.64125197931544,-0.4198021590116419,0.6359030058922351
89,0.08504530578985854,-0.6519105646564025,-0.40555623782637645,0.6350622407391224
90,0.07417671604516371,-0.6695587457543423,-0.37596232492723397,0.6362713501454678
91,0.07679970846130786,-0.6995951995435363,-0.34721651691076494,0.6197653200528845
92,0.07853808998701255,-0.7228604713660988,-0.3282933164857473,0.6029328368138216
93,0.09161567230014335,-0.7650698505006247,-0.3063083679686424,0.5589721604483816
94,0.10274044201145012,-0.7937169466297336,-0.2847878844040617,0.5275923341982172
95,-0.12713182430837966,0.8215529381491011,0.2620616850493418,-0.49011421352140144
96,-0.1550727526071194,0.840698927554613,0.25022498024686657,-0.45449445966681523
97,-0.24679576728117322,0.8580279414830595,0.2355764640158014,-0.38390575730021603
98,-0.28624051097089614,0.8601457819952852,0.24451872289620918,-0.344131076405556
99,-0.3179934819255797,0.8599723496289908,0.24907649743690494,-0.31191120812019885
100,-0.3481594358116638,0.8575080513709161,0.24923928933261996,-0.2852099678172705
101,-0.35970858376547515,0.8573521379952158,0.24430724495018,-0.2754469391830687
102,-0.37690280489426914,0.8563854666496276,0.2283659078458021,-0.26906731556971863
103,-0.38151154695008344,0.8559745475367312,0.21753636331878512,-0.27282676581867865
104,-0.37291744463063187,0.8626425441275418,0.19836992322161642,-0.2782620960755733
105,-0.3641841742068554,0.8666534158273372,0.19607597122295625,-0.27899096329640105
106,-0.34062682414362444,0.8734381724686847,0.1813876816883306,-0.29694719139962494
107,-0.32296371520960454,0.8747779807736331,0.16413127838933111,-0.3217434482097476
108,-0.3046997830551068,0.8692594293841392,0.12754067406752276,-0.36780356590350416
109,-0.2840509858429606,0.8653923719462486,0.08540057645405416,-0.40387847375194796
110,-0.2602309288427809,0.8562864388381196,0.03277844948250694,-0.4449482796742533
111,-0.2480323859549974,0.8506603575129358,0.013841550509930122,-0.46331987131237595
112,0.2234193614921186,-0.8356140688141972,0.003000481132117502,0.5018205994408885
113,0.20633497534385392,-0.8186533092157675,-0.0034477170070298263,0.5359297999807099
114,0.17768866301872457,-0.7915643752244736,-0.003583317670421868,0.5846706241505379
115,0.1487096597194538,-0.7700363089300649,-0.01031946041888396,0.6203410584284658
116,0.12209776186193594,-0.7417558627241683,-0.015092414144224383,0.6592894627535998
117,0.07698531661920224,-0.713773494923591,-0.00649383937845395,0.6961023552752357
118,0.014517981451253811,-0.6717280618147198,0.01634257694708,0.7404752253546028
119,-0.03164749241725076,-0.64214800198207,0.03924879003998081,0.7649208535884827
120,-0.11723544814780043,-0.5809602545460745,0.08435596270007105,0.8010150459837124
121,-0.17559903344407798,-0.5365489373896476,0.11553646475300336,0.8172707889995358
122,-0.2632189733832548,-0.4398468480336821,0.1688649254135396,0.8418640978750549
123,-0.3317143526427382,-0.3484081299621138,0.21599287202430487,0.8496613692888503
124,-0.4207063597181906,-0.19948276007557864,0.30291968831715366,0.8315361987040227
125,-0.5113281606976585,0.17117280218322853,0.6032496666572709,0.5876505964841543
126,-0.505901019620048,0.19933900225595264,0.6284009041140434,0.5562736954374619
127,-0.4923467743670371,0.24833103561676725,0.6690512197267345,0.4982939051423835
128,-0.46415003778580183,0.31335191208906565,0.7199992288290078,0.40984927973487956
129,-0.44890146453223156,0.35279468521111634,0.739521888938763,0.35655400854295677
130,-0.4145231060427556,0.43247650462552856,0.762938491727254,0.2430216561224419
131,-0.3897143839297998,0.4785941872809863,0.7683406208808465,0.16947859205074867
132,-0.3146816521111417,0.5216212778621573,0.7925376091695071,0.027763975902856484
133,-0.2634031072407683,0.5398244605635296,0.7971490467111181,-0.06133312482466832
134,-0.21871613831958825,0.5471865112181891,0.7955342066160372,-0.140980491144077
135,-0.17843512149071505,0.5552221950685284,0.7820865703681301,-0.21961288207137214
136,-0.1373516873941101,0.5576478424139976,0.7590746509323897,-0.3065437523957631
137,-0.132731349695705,0.5522021197136732,0.7600024482021135,-0.3159928583346094
138,-0.10950855238727807,0.5419956142786823,0.7489041980442468,-0.3652275088330833
139,-0.08443015898108737,0.5316156176783123,0.7317324999321022,-0.4181195186044907
140,-0.06956083759452378,0.5199032126549874,0.72293823386763,-0.44969128227765626
141,-0.07275918717604249,0.5083460255984097,0.7298319060082817,-0.4512602441076556
142,-0.08865027120309918,0.4962944354593409,0.7489684440194816,-0.4299758511948641
143,-0.12429959880008512,0.4871359929583957,0.7774244887351565,-0.37796732453673326
144,-0.17253582719024027,0.4751617576375548,0.8063306599407231,-0.3070562802714305
145,-0.23963702079035124,0.45101198590264907,0.8342177810906999,-0.20794946633973976
146,-0.3072307988393078,0.4321183027251506,0.8395134376530414,-0.11874424910061449
147,-0.3785653558915874,0.39031953054585283,0.838600236997302,-0.032993603943943114
148,-0.4021650205500339,0.41277483465867976,0.8171542223069936,-0.0117986899418157
149,-0.4481389441632647,0.37995335618153847,0.8082970441179106,0.038246860274639895
150,-0.4767690303090356,0.34311710142227236,0.8055873108110025,0.07740175133714337
151,-0.4792254660059233,0.3296887681268788,0.8074127516549651,0.09865554909555022
152,-0.4659387987559189,0.32378609809766046,0.8124054833446861,0.13439095625848527
153,-0.44177937720920557,0.322047086889185,0.8203219516002255,0.16789446513102665
154,-0.4117706775515568,0.3186303763915085,0.8277283004705019,0.20924973823054482
155,-0.3764576652938535,0.31775366628347906,0.832009571269827,0.255092742194495
156,-0.32860727444990423,0.3231990317928418,0.8315187655429451,0.31005836156554717
157,-0.2993089200108483,0.32521219259846845,0.8291927264640315,0.34218507063631837
158,-0.2608008398645001,0.3241001642645834,0.8153360903198532,0.4027022042050146
159,-0.23217503664030206,0.30167960114959597,0.8079050216372569,0.4498595854537264
160,-0.21378615032290713,0.28078782966652865,0.8043276910166349,0.4780278674984551
161,-0.16816581388344803,0.20866820251458057,0.8248308324582655,0.49782721714110434
162,-0.17041834925673158,0.1994484255054204,0.8237103131710263,0.5026720917016472
163,-0.17554016536805417,0.17412360086349715,0.8232937175242474,0.5109345130738286
164,-0.18817084791773656,0.13533366347157905,0.8210500840299327,0.5216831327920441
165,-0.192271391459071,0.11384836358942052,0.8198927279061651,0.5271111617685506
166,-0.2114238167617282,0.08577187792942964,0.7973934133163201,0.5586652835662065
167,-0.22497914156728552,0.07931601659025765,0.7838975901441618,0.5732346147417107
168,-0.23877526860301265,0.08322428886985316,0.7533845416545727,0.6070187980957391
169,-0.24837002571361846,0.10244379848195186,0.7258188273802717,0.6332492623761461
170,-0.2614848193418998,0.12966124255184286,0.6899847858375722,0.6623704754488426
171,-0.2778978234850977,0.14385295227438002,0.6569957695194637,0.68588314358768
172,-0.30164706886204123,0.16952945608559752,0.614267962640473,0.7091852222373101
173,-0.3174604425986438,0.18811789454483313,0.5878047750525822,0.7199417140036235
174,-0.3386100598070565,0.2201164715634288,0.5529180640750114,0.7288165618065147
175,-0.34526149850240145,0.25518374491224993,0.5399984988126962,0.7239318857906941
176,-0.3463010860437606,0.29432356788708514,0.5419917880950714,0.7068904418851873
177,-0.339097410976051,0.33449336710376415,0.5573270194084966,0.6800836174105115
178,-0.32162958383785295,0.3841217182225269,0.587756535932314,0.6352536271906752
179,-0.30883830514795246,0.4098417399909912,0.6071271942288656,0.6066673054172955
180,-0.2798698868639111,0.4509853475717722,0.632098238832357,0.5645678694075512
181,-0.2578135916320048,0.4706695802663588,0.639668786560348,0.5502964125651804
182,-0.21771667239308315,0.4952873881452781,0.6414153617985727,0.5439450223645015
183,-0.1682782718181778,0.5186987084512816,0.6313127703645431,0.5514329143780817
184,-0.12570333440379158,0.5347023354767947,0.6121416816633807,0.5688362204762969
185,-0.08899923330711229,0.5427835800499212,0.5768574549513124,0.6039044612900555
